,favour,against,sentements,data,isPolitical,user,language,sentiments,Hindi,Political,Tag
2100,[],"[""BJP""]",[],चुनाव के टाईम ऐसे नही बोला जाता की हमारी सरकार बनते ही सब को 15 15 लाख देगी । तो यो चुनाव आयोग उसकी खबर लेता।,True,srijit,Hindi,Others,चुनाव के टाईम ऐसे नही बोला जाता की हमारी सरकार बनते ही सब को 15 15 लाख देगी तो यो चुनाव आयोग उसकी खबर लेता,1,1
2101,[],[],"[""Others""]",Hme nai dikha,False,srijit,Hindi,Others,Hme nai dikha,0,1
2102,[],"[""INC""]",[],"पंडित मारे गए सबूत नहीं मांगा
सिक्ख मारे गए सबूत नहीं मांगा
लेकिन आतंकवादी मारे गए इसका सबूत चाहिए कांग्रेस को..",True,karan,Hindi,Others,पंडित मारे गए सबूत नहीं मांगासिक्ख मारे गए सबूत नहीं मांगालेकिन आतंकवादी मारे गए इसका सबूत चाहिए कांग्रेस को,1,1
2103,[],[],"[""Spam""]","
*बहस का नंबर 1 चैनल*",False,karan,Hindi,Spam,बहस का नंबर चैनल,0,3
2104,[],"[""BJP""]","[""Offensive""]","20,000 फीट में फैले
नीरव मोदी के बंगले को आज गिराया जा रहा है !
चोरों को चौकीदार छोड़ेगा नहीं
चौकीदार चोर होता तो ये न होता....!
#नमो अगेन",True,karan,Hindi,Offensive,20000 फीट में फैलेनीरव मोदी के बंगले को आज गिराया जा रहा है चोरों को चौकीदार छोड़ेगा नहींचौकीदार चोर होता तो ये होता नमो अगेन,1,0
2105,[],[],"[""Others""]","इन्हें देख कर आप रो देंगे 

",False,karan,Hindi,Others,इन्हें देख कर आप रो देंगे,0,1
2106,[],[],"[""Spam"",""Offensive""]"," *गोरी गोरी* लड़कियों के वीडियो 
*डाउनलोड* ",False,karan,Hindi,Offensive,गोरी गोरी लड़कियों के वीडियो डाउनलोड,0,0
2107,[],"[""BJP""]",[],जूमला,True,karan,Hindi,Others,जूमला,1,1
2110,"[""BJP""]",[],[],"अजादी के बाद देश में पहली बार लोग पाकिस्तान से युद्ध को लेकर  भयभीत नहीं रोमांचित है। 
मोदी है तो मुमकिन है।",True,karan,Hindi,Others,अजादी के बाद देश में पहली बार लोग पाकिस्तान से युद्ध को लेकर भयभीत नहीं रोमांचित है मोदी है तो मुमकिन है,1,1
2113,[],[],"[""Others""]","मुड़ने वाली स्क्रीन आ गयी samsung के बाद अब Huawei में भी, क्या खबर है सुन लें
",False,srijit,Hindi,Others,मुड़ने वाली स्क्रीन गयी samsung के बाद अब Huawei में भी क्या खबर है सुन लें,0,1
